Country,Latitude,Longitude,Battle,Year,Winner,Loser,War_homogenized,Participants_homogenized
Denmark,56.7119956,11.5547024,Anholt,1811,United Kingdom,Denmark,Napoleonic War 5th Coalition,"['Slovenia', 'Eritrea']"
China,30.6006773,117.9249002,Anhui Incident,1941,Chinese Nationalists,Chinese Communists,Sino-Japanese War,"['Singapore', 'Guatemala', ' China ', 'Mali', ' India', 'Hungary', 'Philippines']"
Vietnam,12.0548469,106.1487281,An Loc,1972,"South Vietnam, United States","North Vietnam, Viet Cong",Vietnam,"['Norway', 'Vietnam', 'Cambodia', 'Spain', 'Nigeria', 'South Africa']"
China,30.531919,117.115101,Anqing,1853,Taiping,China,Taiping War,['Iran']
China,30.531919,117.115101,Anqing,1860,China,Taiping,Taiping War,"[' France', 'Benin', 'Ghana']"
United States,32.9312215,-99.3974468,Antelope Hills,1858,United States ,Comanches,Comanche Wars,"['India', ' India', 'Canada', 'Malaysia']"
United States,39.4687452,-77.740981,Antietam,1862,United States of America,Confederate States of America,US Civil War,"['Ireland', 'United States', 'Paraguay', 'Nigeria']"
Belgium,51.2194475,4.4024643,Antwerp,1830,Netherlands,Belgium,Belgian War,"['Sudan', 'Bhutan', 'Chad', 'Belgium']"
Belgium,51.2194475,4.4024643,Antwerp,1832,"Belgian Rebels, France, United Kingdom",Netherlands,Belgian War,"['Belgium', 'Bhutan', ' France', 'Hungary', 'Eritrea']"
Belgium,51.2194475,4.4024643,Antwerp,1914,Germany,Belgium,World War I,"['Belgium', 'Germany', 'Greece', 'Brunei', 'Hungary']"
Belgium,51.2194475,4.4024643,Antwerp,1944,United Kingdom,Germany,World War II,"['Eritrea', 'Belgium', 'Germany', 'Benin']"
Morocco,35.1247852,-3.6050608,Anual,1921,Rif Rebels,Spain,Spanish Rif War,['Spain']
Turkey,40.2449389,26.2818756,Anzac,1915,Turkey,"United Kingdom, France, Australia, New Zealand",World War I,"['Eritrea', 'Greece']"
Italy,41.4495955,12.6197253,Anzio,1944,"United States, United Kingdom",Germany,World War II,"['Congo', ' Italy', ' India', 'Yemen', 'Germany']"
India,25.9203837,80.7964158,Aong,1857,United Kingdom,Indian Rebels,Indian Mutiny,"['India', 'Eritrea', 'Albania', 'Guatemala', 'Congo']"
Chad,21.8163242,17.4307172,Aozou,1987,Chad,Libya,Chad-Libyan War,"['Chad', 'Austria', 'Libya', 'Togo']"
United States,32.1517466,-109.485108,Apache Pass,1862,United States,Apaches,Apache Indian War,"['India', ' Turkey', 'Eritrea', ' Colombia']"
Peru,-15.3863889,-72.1827778,Apacheta,1814,Peruvian Rebels,Spain,Peruvian War,"['India', 'Czechia']"
El Salvador,13.8563303,-89.8036636,Apaneca,1876,Guatemala,El Salvador,Central American Wars,"['South Africa', ' Honduras', 'Nicaragua', 'Guatemala', 'El Salvador', 'Bhutan', 'Argentina']"
United States,10.1228574,107.1577884,Ap Bac,1963,Viet Cong,South Vietnam,Vietnam,"['South Africa', 'Iran', 'Spain']"
Vietnam,16.666667,107.4144783,Ap Chinh An,1966,"United States, South Vietnam",North Vietnam,Vietnam,"['North Sea', 'Iran', 'Nigeria', 'Sudan']"
Argentina,-42.782379,-65.0224295,Apeleg,1883,Argentina,Mapuche Rebels,y War of the Desert,"['Mariana Islands', 'Greece', ' India']"
Italy,42.4672931,10.3255093,Apennines,1944,Germany,United States,World War II,"['Eritrea', ' Italy', 'Nigeria', 'Bolivia']"
United States,37.3775201,-78.7981956,Appomattox Court House,1865,United States of America,Confederate States of America,US Civil War,"['Peru', 'Romania']"
United States,37.3570447,-78.8474112,Appomattox Station,1865,United States of America,Confederate States of America,US Civil War,"['Azerbaijan', 'Peru', 'Nigeria']"
Jordan,29.5320522,35.0063209,Aqaba,1917,Arab Rebels,Turkey,World War I,"['Peru', 'Iran', 'Eritrea', 'Ghana', ' Turkey', ' Egypt', 'Pakistan']"
United States,38.4106142,-77.3406827,Aquia Creek,1861,Draw,Draw,US Civil War,['Chad']
Greece,38.4800003,22.5843667,Arachova,1826,Greek Rebels,Ottoman Empire,Greek War,"['Chad', 'Ethiopia', 'Oman', 'Morocco', 'Grenada', ' Turkey', 'Kosovo']"
Venezuela,10.0635758,-67.2847875,Aragua de Barcelona,1814,Spain,Venezuelan Rebels,Mexican War,['Venezuela']
Myanmar,19.3941058,91.2924998,Arakan,1942,Japan,United Kingdom,World War II,"['Eritrea', 'Cuba', 'Japan', ' India']"
Myanmar,19.3941058,91.2924998,Arakan,1943,United Kingdom,Japan,World War II,['Iran']
Colombia,6.695018,-73.017346,Aratoca,1841,Colombia,Colombian Rebels,Peruvian War,['Togo']
Venezuela,9.5817762,-69.2202196,Araure,1813,Venezuelan Rebels,Spain,Venezuelan War,"['Brunei', ' Venezuela', 'Romania', 'Nigeria']"
Papua New Guinea,-6.1652778,149.0180556,Arawe,1943,United States,Japan,World War II,"['Germany', 'New Zealand', 'Papua New Guinea']"
France,48.537751,4.143492,Arcis-sur-Aube,1814,France,Habsburg Empire,Napoleonic Wars French Campaign,"['Slovenia', ' France', 'China', 'Austria', 'Spain']"
Turkey,41.11295,42.70228,Ardahan,1877,Russia,Ottoman Empire,Russo-Turkish War,['Russia']
France,49.7624642,4.6285053,Ardennes,1914,Germany,France,World War I,"['Germany', ' France', 'Iran']"
France,49.7624642,4.6285053,Ardennes,1940,Germany,France,World War II,"['Germany', 'Belgium', ' France']"
France,49.6967066,4.1489677,Ardennes,1944,United States,Germany,World War II,"['Germany', 'Hungary', 'Nigeria']"
Peru,-16.4090474,-71.537451,Arequipa,1857,Peruvian Government,Conservative Rebels,Peruvian War,"['Serbia', 'Cameroon', 'Croatia']"
India,21.152684,77.847023,Argaum,1803,United Kingdom,Marathas,2nd Anglo-Maratha War,"['Eritrea', 'Israel', 'Germany', ' India', 'Belgium']"
Romania,45.0722527,24.8142726,Arges,1916,Germany,Romania,World War I,"['Romania', 'Israel', 'Belarus']"
France,49.1666667,5,Argonne,1915,France,Germany,World War I,"['France', 'Latvia', ' France']"
Chile,-18.4782534,-70.3125988,Arica,1880,Chile,Peru,War of the Pacific,"['Peru', 'Ghana', 'Bolivia', 'Syria', ' Morocco', 'Chile', 'China']"
Mexico,30.3359447,-110.166564,Arizpe,1852,Apaches,Mexico,Apache Indian War,"['India', 'Mexico', 'Laos', ' India']"
United States,34.0237117,-91.3524851,Arkansas Post,1863,Draw,Draw,US Civil War,"['Azerbaijan', 'Russia', 'Albania', 'Libya']"
Spain,43.2426629,-3.4650138,Arlaban,1836,Carlists,"Spanish Liberals, British Legion",Carlist War,"['Nigeria', 'Pakistan', 'Iran']"
France,50.691652,2.884218,Armentieres,1914,United Kingdom,Germany,World War I,"['Eritrea', 'Germany', 'Benin']"
Netherlands,51.9851034,5.8987296,Arnhem,1944,Germany,United Kingdom,World War II,"['Eritrea', 'Poland', 'Nigeria']"
Ethiopia,9.733333,39.033333,Arogi,1868,United Kingdom,Ethiopia,British Expedition to Ethiopia,"['Eritrea', 'Ethiopia', 'Congo', 'Benin']"
United States,29.6840241,-108.9906004,Aros,1886,Mexico,United States,Apache Indian War,"['Nigeria', 'Mexico']"
Spain,42.6865484,-2.2969951,Arquijas,1834,Carlists,Liberals,Carlist War,"['Kenya', 'Togo', 'Azerbaijan']"
Spain,42.6765869,-2.0333953,Arquijas,1835,Carlists,Liberals,Carlist War,"['Mali', 'Togo', 'Grenada', 'Spain', 'Azerbaijan']"
India,25.5560443,84.6603307,Arrah,1857,United Kingdom,Indian Rebels,Indian Mutiny,"['India', 'Eritrea']"
France,50.291002,2.777535,Arras,1914,Germany,France,World War I,['France']
France,50.291002,2.777535,Arras,1917,Germany,United Kingdom,World War I,"['Eritrea', 'Iran', 'Germany', 'Guadeloupe', ' France']"
France,50.291002,2.777535,Arras,1918,United Kingdom,Germany,World War I,"['Yemen', 'Eritrea', 'Iran', 'Cambodia']"
France,50.291002,2.777535,Arras,1940,Germany,United Kingdom,World War II,"['Germany', ' France', 'Eritrea', 'Iran', 'Denmark']"
France,43.3707479,-0.8769447,Arriverayte,1814,United Kingdom,France,Napoleonic War,"['Slovenia', 'Chile', 'France', ' France', 'Spain']"
Argentina,-32.0423866,-61.6847945,Arroyo de la China,1814,Spain,Argentinian Rebels,Mexican War,"['China', 'Spain', 'Argentina', 'Nigeria']"
Uruguay,-34.5196928,-57.1450388,Arroyo Grande,1842,"Argentina, Uruguayan Conservatives",Uruguayan Liberals,Uruguayan War,"['Argentina', 'Uruguay', 'Montenegro']"
Spain,39.1833979,-6.1719603,Arroyo Molinos,1811,United Kingdom,France,Napoleonic War,"['Slovenia', 'Spain', ' France', 'Nigeria']"
Spain,42.771199,-2.1099095,Artaza,1834,Carlists,Spanish Liberals,Carlist War,"['Spain', ' Italy', 'Pakistan']"
Cuba,22.8159074,-82.7589859,Artemisa,1896,Spain,Cuban Rebels,Cuban War,"['Tanzania', 'Spain', 'Ghana', 'Cuba']"
France,48.081757,1.878501,Artenay,1870,"Prussia, Bavaria",France,Prussian War,"['Russia', 'Spain', 'Bulgaria', ' France', 'Armenia', 'Germany']"
France,50.247805,2.938883,Artois (1st),1915,Germany,France,World War I,"['France', 'Iran', 'Eritrea', ' France', 'Germany']"
France,50.247805,2.938883,Artois (2nd),1915,Germany,France,World War I,"['France', 'Latvia', 'Eritrea', 'Laos', 'Germany', ' France']"
Portugal,39.399872,-8.224454,Arzobispo,1809,France,Spain,Napoleonic War,"['Portugal', 'Eritrea', 'Spain', ' France', 'Pakistan']"
Spain,42.6455468,-2.2577962,Asarta,1833,Carlists,Spanish Liberals,Carlist War,"['Spain', 'Oman', 'Ghana', 'Pakistan']"
Germany,49.9806625,9.1355554,Aschaffenburg,1866,Prussia,"German Confederation, Hesse",Seven Weeks War,"['Russia', 'Ghana', ' France', 'Greece', 'Slovenia']"
Ghana,6.6900805,-1.6861467,Ashanti,1900,United Kingdom,Ashanti,Ashanti Rising,['Iran']
United States,38.6530377,-98.2367679,Ash Creek,1864,United States,Cheyenne Indians,Cheyenne Indian War,['Iran']
Vietnam,16.1245222,107.3314423,A Shau,1966,"South Vietnam, United States",Viet Cong,Vietnam War the A Shau Valley,"['Vietnam', 'Latvia', 'Iran', 'South Africa', 'Nigeria', 'Romania']"
United States,41.2469303,-102.1978277,Ash Hollow,1855,United States,Sioux,Sioux Indian Wars,"['India', ' France', 'Montenegro', 'Georgia']"
India,18.8043913,75.1680394,Ashti,1818,United Kingdom,Marathas,2nd Anglo-Maratha War,"['Ghana', 'Eritrea', 'Norway', 'Haiti', 'Benin']"
Italy,45.8758852,11.50962,Asiago,1916,Draw,Draw,World War I,"['Italy', 'Austria', 'Argentina', 'Israel', ' Italy']"
India,21.471813,76.29272,Asirgarh,1819,United Kingdom,Marathas,2nd Anglo-Maratha War,"['Germany', 'Eritrea']"
Iran,39.441547,47.4111795,Aslanduz,1812,Russia,Persia,Russo-Persian Wars,"['Russia', 'Serbia', 'Georgia', 'Iran']"
Israel,31.015695,34.760799,Asluj,1948,Israel,Egypt,Mexican War,['Iran']
Ethiopia,10.0619827,34.5473005,Asosa,1990,"Oromo Rebels, Eritrea",Ethiopia,Civil War,"['Ethiopia', 'Morocco', 'Eritrea', 'Sudan', 'Saudi Arabia']"
Austria,48.2172549,16.4927219,Aspern-Essling,1809,Austria,France,Napoleonic Wars 5th Coalition0,"['Slovenia', 'Austria', 'Vietnam', 'Russia', 'Spain', 'Israel', ' France']"
Italy,38.2046279,15.9915026,Aspromonte,1862,Italy,Redshirts,Garibaldis First March on Rome,"['Yemen', ' France']"
Eritrea,13.0139405,42.7369299,Assab,1991,Eritrean Rebels,Ethiopia,Eritrean War,"['Eritrea', 'Denmark', 'Ethiopia', 'Russia']"
Iraq,30.6503174,44.5674562,As-Salman,1991,"France, United States",Iraq,Gulf War,"['Iraq', ' France', 'Nigeria', 'Saudi Arabia']"
India,20.2374757,75.8781052,Assaye,1803,United Kingdom,Marathas,2nd Anglo-Maratha War,"['Eritrea', 'Germany', ' India', 'Kenya', 'Lebanon']"
Portugal,39.5250153,-8.4036145,Asseiceira,1834,"Spain, Portugal",Dom Miguel,Miguelite Wars,['Nigeria']
Spain,42.4549303,-6.0532511,Astorga,1810,France,Spain,Napoleonic War,"['Slovenia', ' France', 'Austria', 'Spain']"
Paraguay,-25.2637399,-57.575926,Asuncion,1947,Paraguayan Government,Paraguayan Rebels,Paraguayan Civil War,['Iran']
Sudan,17.7014525,34.0084395,Atbara,1898,United Kingdom,Mahdists,British-Sudan War,"['Eritrea', 'Sudan', 'Congo', 'Namibia']"
Benin,6.7280564,1.2758276,Atchoupa,1890,Dahomey,France,3rd Franco-Dahomean War,['Iran']
Mexico,19.5291707,-103.442507,Atenquique,1858,Mexican Conservatives,Mexican Liberals,Mexican War,"['Guatemala', 'Croatia', 'Ghana']"
United States,33.94448,-83.5292078,"Athens, Alabama",1864,United States ,Confederate States of America,Civil War Western Theatre,"['Ghana', 'Albania', 'Nigeria', 'Tunisia']"
Greece,37.9838096,23.7275388,"Athens, Greece",1944,Greek Communist Rebels,Greek Communist Rebels,Greece United Kingdom,['Jordan']
Chad,13.2166179,18.3385977,Ati,1978,"France, Chadian Government",Northern Chadian Rebels,Chadian Civil War,"['France', 'Mali', 'Greece', ' France', 'Chad', 'Palau', 'Ghana']"
United States,33.7489954,-84.3879824,Atlanta,1864,United States,Confederate States of America,American Civil War,"['Albania', 'Georgia']"
North Atlantic Ocean,-14.5994134,-28.6731465,Atlantic,1915,United Kingdom,Germany,World War War at Sea,"['Bhutan', 'Nigeria', 'Germany']"
North Atlantic Ocean,-14.5994134,-28.6731465,Atlantic,1939,United Kingdom,Germany,World War II,['Iran']
Mexico,18.9131227,-98.4293891,Atlixco,1847,United States,Mexico,Mexican War,"['Azerbaijan', 'Nigeria', 'Cuba', 'Mexico']"
Pakistan,33.7659684,72.3608754,Attock,1813,Punjab,Afghanistan,Afghan-Sikh Wars,"['Iran', ' France', 'China', 'Haiti', 'Ghana', 'Brazil']"
United States,52.87631,172.8904825,Attu,1943,United States,Japan,World War II,"['Japan', 'Nigeria', 'Germany']"
Guatemala,14.5625906,-89.3101898,Atulapa,1853,Guatemala,Honduras,Central American Wars,"['South Africa', ' Honduras', 'Guatemala']"
France,50.595479,2.825707,Aubers,1915,Germany,United Kingdom,World War I,"['Eritrea', ' France', 'Latvia']"
United States,32.6098566,-85.4807825,Auburn,1863,Draw,Draw,American Civil War,"['Azerbaijan', 'Nigeria', 'Germany']"
Germany,51.0991878,11.5887437,Auerstadt,1806,France,Prussia,Napoleonic War 5th Coalition,"['Slovenia', 'Finland', 'Myanmar']"
Poland,53.8434431,22.9796024,Augustovo,1914,Russia,Germany,World War I,"['Russia', 'Austria', 'Yemen']"
Djibouti,11.4047798,41.3974961,Aussa,1875,Danakil Tribesmen,Egypt,Ethiopian War,"['Egypt', ' Egypt', 'Benin', 'Ethiopia', 'Djibouti', 'Ghana']"
Czechia,49.1532539,16.8764982,Austerlitz,1805,France,"Russia, Austria",Napoleonic Wars 3rd Coalition,"['Slovenia', 'Austria', 'Vietnam', 'Iran', 'Russia']"
United States,33.1408647,-86.1899842,Autossee,1813,United States,Creek Indians,Indian War,"['Georgia', ' India', 'Albania']"
Paraguay,-25.4757168,-57.602051,Avai,1868,Brazil,Paraguay,War of the Triple Alliance,"['Morocco', 'Brazil', 'Eritrea']"
United States,35.3204119,-78.6001482,Averasborough,1865,United States,Confederate States of America,American Civil War,"['Azerbaijan', 'North Korea', 'Latvia']"
France,48.686843,-1.36166,Avranches,1944,United States,Germany,World War II,"['Azerbaijan', ' France', 'Germany', 'Jordan']"
India,31.5771808,76.5238496,Awah,1858,United Kingdom,Indian Rebels,Indian Mutiny,"['India', ' Honduras', 'Myanmar']"
Peru,-13.1638737,-74.2257528,Ayacucho,1824,Peruvian Rebels,Spain,Peruvian War,"['Germany', ' Colombia', 'Spain', 'Syria', 'Romania', 'Azerbaijan']"
Spain,42.2748623,-0.6879802,Ayerbe,1811,Spanish Rebels,"France, Italy",Napoleonic War,"['Slovenia', ' France', 'Nigeria', 'Spain']"
Bolivia,-19.4800209,-65.6808747,Ayohuma,1813,Spain,Argentinian Rebels,Mexican War,"['Spain', 'Bolivia', 'Nicaragua', 'Poland']"
India,26.0737044,83.1859458,Azamgarh,1858,"United Kingdom, Sikh Allies",Indian Mutineers,Indian Mutiny,"['India', 'Eritrea', 'China', 'Hungary', 'Myanmar']"
Afghanistan,33.616667,67.316667,Wali Kotal (1st),1842,United Kingdom,Afghanistan,Afghan War,"['Eritrea', 'Brazil', 'Ghana', 'Myanmar']"
Afghanistan,33.010471,66.0849379,Kotal (2nd),1842,United Kingdom,Afghanistan,Afghan War,"['Eritrea', 'Myanmar', 'Haiti', 'Ghana']"
Turkey,40.2428781,26.2919417,Baby 700,1915,Ottoman Empire,"Australia, New Zealand",World War I,"['Iran', 'New Zealand', ' Turkey', 'Eritrea']"
Uruguay,-34.9074221,-56.2014428,Bacacay,1827,Argentina,Brazil,Argentine Brazil War,"['Argentina', 'Brazil', 'Paraguay', ' France']"
Vietnam,21.5159238,106.4268779,Bac Le,1884,China,France,Sino-French War,"['France', 'Haiti', ' France', ' China ']"
Vietnam,21.1740144,106.0426164,Bac Ninh,1884,France,China,Sino-French War,"['France', ' France', 'Haiti']"
Philippines,10.6840053,122.9563021,Bacolod,1903,United States,Moros,American Moro Wars,"['Azerbaijan', 'Philippines', 'Japan']"
Spain,38.8794495,-6.9706535,Badajoz (1st),1811,France,Spain,Napoleonic War,"['Slovenia', 'Spain', ' France']"
Spain,38.8794495,-6.9706535,Badajoz (2nd),1811,France,"United Kingdom, Portugal",Napoleonic War,"['Slovenia', ' France', 'Congo']"
Spain,38.8794495,-6.9706535,Badajoz,1812,"United Kingdom, Portugal",France,Napoleonic War,"['Sudan', 'Portugal', ' France']"
Spain,38.8794495,-6.9706535,Badajoz,1936,Spanish Nationalists,Spanish Republicans,Civil War,"['Spain', 'Nigeria', 'Azerbaijan']"
United States,43.5202653,-91.2311095,Bad Axe,1832,United States,Sauk Indians,Indian War,"['Russia', 'Vietnam', ' Indonesia']"
India,30.860768,75.7447476,Baddowal,1846,Sikh Punjab,United Kingdom,British Sikh War,"['Eritrea', ' Turkey']"
India,28.5737414,76.7900561,Badli-ki-Serai,1857,United Kingdom,Indian Rebels,Indian Mutiny,"['India', 'Czechia', 'Eritrea', 'Bolivia']"
Eritrea,14.7256491,37.8047872,Badme,1998,Eritrea,Ethiopia,Eritrean War,"['Ethiopia', 'Eritrea', 'Denmark']"
Eritrea,14.7256491,37.8047872,Badme,1999,Ethiopia,Eritrea,Eritrean War,"['Ethiopia', 'Eritrea']"
India,25.0611925,86.8869453,Badshahganj,1858,United Kingdom,Indian Rebels,Indian Mutiny,"['India', 'Madagascar', 'Lebanon']"
Tanzania,-6.4456338,38.898941,Bagamoyo,1889,Germany,Arab Slave Traders,German Colonial Wars in Africa,"['Germany', 'Iran', 'Tanzania', 'Mali', 'Sudan', 'Japan']"
Philippines,14.6965514,121.0324635,Bagbag,1899,United States,Philippines,Philippine American War,['Philippines']
Pakistan,33.9980496,73.7948516,Bagh,1919,United Kingdom,Afghanistan,Afghan War,"['Kenya', 'Afghanistan', ' India', 'Iran', 'Eritrea']"
Iraq,33.3128057,44.3614875,Baghdad,1917,United Kingdom,Ottoman Empire,World War I,"['Chad', 'Guyana', ' Turkey']"
Iraq,33.3128057,44.3614875,Baghdad,1991,United States,Iraq,Gulf War,"['Chad', 'Iraq', 'Nigeria']"
Iraq,33.3128057,44.3614875,Baghdad,2003,United States,Iraq,Gulf War,"['Chad', 'Iraq', 'Germany', 'Nigeria']"
Vietnam,14.8054933,108.5939654,Ba Gia,1965,"United States, South Vietnam",North Vietnam,Vietnam,"['Iran', 'Nigeria', 'United States']"
France,48.796696,2.31002,Bagneux,1870,Prussia,France,Prussian War,"['France', 'Spain', 'Russia']"
Brazil,-14.3716948,-33.9163707,Bahia,1812,United States,United Kingdom,War of 1812,['Iran']
South Africa,-26.2611633,28.9845597,Bakenlaagte,1901,Transvaal,United Kingdom,Boer War,"['Guadeloupe', 'Belarus', 'Eritrea']"
Azerbaijan,40.4092617,49.8670924,Baku,1918,Turkey,"United Kingdom, Armenia",World War I,"['Armenia', 'Eritrea', 'Chad', ' Turkey']"
Oman,22.0093158,59.3063443,Bani Bu Ali,1821,United Kingdom,Banu Bu Ali,Anglo-Arab Wars,"['Congo', 'Ukraine', 'Iran', 'Oman', ' India']"
Colombia,6.703858,-72.729891,Balaga,1815,Spain,Colombian Rebels,Peruvian War,"['Chile', 'Spain', 'Guatemala']"
Ukraine,44.5351059,33.594513,Balaklava,1854,Draw,Draw,Crimean War,"['Russia', 'Congo', 'Malaysia', 'Eritrea']"
Philippines,11.2092175,125.3685679,Balangiga,1900,Philippines,United States,Philippine American War,"['Azerbaijan', 'Malaysia', 'Myanmar']"
Ireland,53.6083194,-6.1820798,Balbriggan,1920,United Kingdom,Irish Rebels,Anglo-Irish War,"['Congo', 'Azerbaijan', 'Paraguay', 'Benin', 'Spain', 'Philippines', 'Nigeria']"
Indonesia,-1.2379274,116.8528526,Balikpapan,1945,Australia,Japan,World War II,"['Pakistan', 'Brunei', 'Australia', 'Japan']"
China,39.9062169,116.6294946,Baliqiao,1860,"United Kingdom, France",China,Opium War,"['Eritrea', ' France', 'Benin', 'Congo', 'Bolivia', ' China ']"
Greece,41.8101472,21.0937311,Balkans,1941,Germany,"Yugoslavia, Greece, United Kingdom, Australia, New Zealand",World War II,"['Russia', 'Greece', 'Belgium', 'Eritrea']"
Serbia,41.8101472,21.0937311,Balkans,1944,"USSR, Bulgaria, Romania",Germany,World War II,"['Spain', 'Italy', 'Romania', 'Belarus', 'Bulgaria', 'Syria', 'Bolivia', 'Belgium', 'Germany', 'Albania']"
Bolivia,-22.683333,-62.1688557,Ballivian,1934,Paraguay,Bolivia,Chaco War,"['Bolivia', 'Argentina']"
United States,39.1324808,-77.5296741,Balls Bluff,1861,Confederate States of America,United States,US Civil War,['Iran']
United States,39.2907027,-76.6145978,Baltimore,1814,United States,United Kingdom,War of 1812,"['Eritrea', 'Guadeloupe', 'Myanmar', 'Belarus', ' France']"
Mali,12.6392316,-8.0028892,Bamako,1883,France,Mandingos,Franco-Mandingo War,"['France', 'Kenya', ' France', 'Germany']"
Afghanistan,34.8100067,67.8212104,Bamian,1840,United Kingdom,Afghanistan,Afghan War,"['Eritrea', 'Iran', 'Brazil']"
India,25.4796224,80.3380213,"Banda, India",1858,United Kingdom,Nawab of Banda,Indian Mutiny,"['India', ' India', 'Uganda', 'Singapore', 'Mali']"
United States,29.862996,-99.1162925,Bandera Pass,1841,Texas,Comanches,Comanche Wars,"['Tanzania', ' India']"
Nepal,28.1762171,81.3772,Banki,1858,United Kingdom,Indian Rebels,Indian Mutiny,"['India', 'Eritrea', 'Russia', 'Nepal', 'Macedonia']"
Vietnam,12.661494,107.9576656,Ban Me Thuot,1975,North Vietnam,South Vietnam,Vietnam,['Iran']
Spain,42.8798475,-9.4389895,Banos,1809,France,"United Kingdom, Portugal",Napoleonic War,"['Portugal', 'Congo', ' France', 'Eritrea', 'Spain', 'Laos', 'Belarus']"
China,38.874434,115.464589,Baoding,1928,Kuomintang,Zhang Zuolin,3rd Chinese Revolutionary War,"['China', ' Honduras', 'Benin']"
China,34.363184,107.237743,Baoji,1948,Kuomintang,Chinese Communists,3rd Chinese Revolutionary War,"['China', 'Czechia', 'Sudan', 'Ghana', 'Mali', 'Palau', 'Russia', 'Guatemala']"
